rule,timetodeath
B1234/S256,25039.0
B12345/S67,25039.0
B12/S23467,25039.0
B1234567/S123478,25039.0
B123456/S567,25039.0
B12345678/S1234678,25039.0
B1/S81456,25039.0
B12345678/S8367,25039.0
B1/S81457,25039.0
B123456/S37,25039.0
B12345/S12346,25039.0
B12345/S12347,25039.0
B12345/S12345,25039.0
B12/S1,25039.0
B12/S3,25039.0
B12345678/S8567,25039.0
B12/S5,25039.0
B12/S4,25039.0
B12345/S13567,25039.0
B12/S6,25039.0
B12/S8,25039.0
B12345/S845,25039.0
B12345/S846,25039.0
B12345/S847,25039.0
B12345678/S82567,25039.0
B12345678/S56,25039.0
B12345678/S57,25039.0
B123/S12467,25039.0
B123/S1467,25039.0
B123456/S167,25039.0
B12/S81356,25039.0
B12/S81357,25039.0
B12345/S1357,25039.0
B12345678/S82367,25039.0
B1234567/S234567,25039.0
B123/S134578,25039.0
B123456/S125678,25039.0
B12345678/S3457,25039.0
B12345678/S3456,25039.0
B123456/S135678,25039.0
B1234567/S1256,25039.0
B1234567/S1257,25039.0
B123456/S124678,25039.0
B123/S84,25039.0
B123/S3456,25039.0
B123/S3457,25039.0
B12345678/S136,25039.0
B12345678/S137,25039.0
B12345678/S134,25039.0
B12345678/S135,25039.0
B12345678/S8146,25039.0
B12345678/S8147,25039.0
B12345678/S8145,25039.0
B12345/S2567,25039.0
B123/S82,25039.0
B12345/S123678,25039.0
B1/S8367,25039.0
B1234/S34,25039.0
B1234/S35,25039.0
B1234/S36,25039.0
B1234/S37,25039.0
B12/S1345,25039.0
B1234/S82567,25039.0
B1234/S83567,25039.0
B12345678/S356,25039.0
B12345678/S357,25039.0
B12/S137,25039.0
B12/S136,25039.0
B12/S847,25039.0
B123456/S135,25039.0
B12/S845,25039.0
B123456/S2345678,25039.0
B123456/S134,25039.0
B1234/S82367,25039.0
B123/S1367,25039.0
B123/S8235,25039.0
B123/S8234,25039.0
B123/S8237,25039.0
B123/S8236,25039.0
B12345/S123458,25039.0
B12345/S123456,25039.0
B12345/S123457,25039.0
B1/S14567,25039.0
B1234567/S81457,25039.0
B1234567/S81456,25039.0
B1234567/S8257,25039.0
B1234567/S8256,25039.0
B1/S134,25039.0
B123/S8125,25039.0
B123/S8124,25039.0
B123/S8127,25039.0
B123/S8126,25039.0
B123/S467,25039.0
B12345/S83456,25039.0
B12345/S83457,25039.0
B12/S134567,25039.0
B12/S12356,25039.0
B12/S12357,25039.0
B1234/S156,25039.0
B1234/S157,25039.0
B1/S1245,25039.0
B123456/S1456,25039.0
B123456/S1457,25039.0
B1/S2345678,25039.0
B12/S134678,25039.0
B1234567/S1345678,25039.0
B123/S867,25039.0
B12345678/S1367,25039.0
B1/S2357,25039.0
B12/S8256,25039.0
B12/S8156,25039.0
B12/S8157,25039.0
B12345678/S81345,25039.0
B123456/S123478,25039.0
B12345678/S1567,25039.0
B123456/S8,25039.0
B123456/S1,25039.0
B12345/S56,25039.0
B12345/S57,25039.0
B123456/S5,25039.0
B123456/S4,25039.0
B123456/S7,25039.0
B123456/S6,25039.0
B1234/S1467,25039.0
B123456/S2345,25039.0
B123456/S2347,25039.0
B123456/S2346,25039.0
B123/S123578,25039.0
B1/S14,25039.0
B1234/S1267,25039.0
B12/S1234678,25039.0
B1/S17,25039.0
B1/S12456,25039.0
B123/S124578,25039.0
B1/S13457,25039.0
B1/S13456,25039.0
B12345678/S67,25039.0
B1234567/S567,25039.0
B12345678/S14567,25039.0
B12345/S8467,25039.0
B1/S12345678,25039.0
B12345678/S235,25039.0
B12345678/S234,25039.0
B12345678/S237,25039.0
B12345678/S236,25039.0
B12/S1367,25039.0
B1234567/S367,25039.0
B12345678/S81456,25039.0
B12345678/S81457,25039.0
B12345678/S82356,25039.0
B12345678/S82357,25039.0
B1234567/S23467,25039.0
B1/S81267,25039.0
B12345/S81367,25039.0
B123/S134568,25039.0
B123/S134567,25039.0
B12/S83,25039.0
B123/S267,25039.0
B12/S81,25039.0
B12/S86,25039.0
B12/S87,25039.0
B12/S84,25039.0
B12/S85,25039.0
B1234567/S1247,25039.0
B1234567/S1246,25039.0
B1234567/S1245,25039.0
B12/S81237,25039.0
B12345678/S23567,25039.0
B12/S14567,25039.0
B12/S81236,25039.0
B123456/S13456,25039.0
B123456/S13457,25039.0
B12345/S8135,25039.0
B12345/S8134,25039.0
B12345678/S125,25039.0
B12345678/S124,25039.0
B12345678/S127,25039.0
B12345678/S126,25039.0
B12345/S8137,25039.0
B12345678/S123,25039.0
B1/S2467,25039.0
B12/S123467,25039.0
B1/S81467,25039.0
B12345678/S245678,25039.0
B12345/S81567,25039.0
B12345678/S124568,25039.0
B12345678/S85,25039.0
B12345678/S84,25039.0
B12345678/S87,25039.0
B12345678/S86,25039.0
B12345678/S124567,25039.0
B12345678/S83,25039.0
B12345678/S82,25039.0
B12345678/S345,25039.0
B12345678/S347,25039.0
B12345678/S346,25039.0
B12/S27,25039.0
B1234567/S13,25039.0
B1234567/S12,25039.0
B1234567/S17,25039.0
B1234567/S16,25039.0
B1234567/S15,25039.0
B1234567/S14,25039.0
B12/S67,25039.0
B123/S14567,25039.0
B1234/S82356,25039.0
B1234/S82357,25039.0
B123456/S8257,25039.0
B1234/S2467,25039.0
B123456/S8256,25039.0
B1234/S4,25039.0
B1234/S5,25039.0
B1234/S6,25039.0
B1234/S7,25039.0
B1234/S1,25039.0
B1234/S2,25039.0
B1234/S3,25039.0
B1234/S8,25039.0
B123456/S12467,25039.0
B1/S82367,25039.0
B123456/S8246,25039.0
B123456/S8247,25039.0
B123456/S8245,25039.0
B12/S8136,25039.0
B12345/S123,25039.0
B12345/S127,25039.0
B12345/S126,25039.0
B12345/S125,25039.0
B12345/S124,25039.0
B123/S83457,25039.0
B12345/S8267,25039.0
B123/S83456,25039.0
B12345/S467,25039.0
B1/S156,25039.0
B1/S157,25039.0
B1/S83567,25039.0
B123456/S83457,25039.0
B123456/S83456,25039.0
B12/S8237,25039.0
B12/S8236,25039.0
B12/S8235,25039.0
B12345/S267,25039.0
B1234567/S7,25039.0
B1234567/S6,25039.0
B1234567/S5,25039.0
B1234567/S4,25039.0
B1234/S367,25039.0
B1234567/S2,25039.0
B1234567/S1,25039.0
B123456/S23457,25039.0
B123456/S23456,25039.0
B1234/S147,25039.0
B1234/S146,25039.0
B1234/S145,25039.0
B12/S12345,25039.0
B12345678/S123578,25039.0
B12/S12347,25039.0
B12/S123,25039.0
B1234567/S2457,25039.0
B1234567/S2456,25039.0
B12/S126,25039.0
B12/S127,25039.0
B1/S1257,25039.0
B12/S13567,25039.0
B123456/S82,25039.0
B123456/S83,25039.0
B123456/S81,25039.0
B123456/S86,25039.0
B123456/S87,25039.0
B123456/S84,25039.0
B123456/S85,25039.0
B12345/S3567,25039.0
B123/S23467,25039.0
B1234/S567,25039.0
B123/S1234578,25039.0
B12/S8167,25039.0
B12345678/S1235678,25039.0
B123456/S245678,25039.0
B1/S1345678,25039.0
B123456/S123468,25039.0
B123456/S123467,25039.0
B12345/S47,25039.0
B12345/S46,25039.0
B12345/S45,25039.0
B123/S47,25039.0
B123456/S814,25039.0
B123456/S815,25039.0
B123456/S816,25039.0
B123456/S817,25039.0
B123456/S812,25039.0
B123456/S813,25039.0
B1/S3457,25039.0
B123/S123567,25039.0
B123456/S2357,25039.0
B1/S3456,25039.0
B123/S123568,25039.0
B1/S145,25039.0
B1234/S1257,25039.0
B1234/S1256,25039.0
B12345/S12367,25039.0
B12/S123678,25039.0
B1/S12467,25039.0
B12345/S12567,25039.0
B1/S146,25039.0
B1/S1234568,25039.0
B12345678/S82345,25039.0
B123/S8123,25039.0
B12345678/S82347,25039.0
B12345678/S82346,25039.0
B1/S1234567,25039.0
B12345/S8456,25039.0
B12345/S8457,25039.0
B1234/S12567,25039.0
B12345/S1234568,25039.0
B123456/S146,25039.0
B123456/S147,25039.0
B123456/S145,25039.0
B123/S81467,25039.0
B1234567/S1236,25039.0
B1234567/S1237,25039.0
B1234567/S1234,25039.0
B1234567/S1235,25039.0
B12/S123458,25039.0
B12/S836,25039.0
B12/S123457,25039.0
B12/S123456,25039.0
B12345/S867,25039.0
B12/S837,25039.0
B1234567/S124567,25039.0
B1/S8346,25039.0
B1/S8347,25039.0
B1/S8345,25039.0
B123456/S82467,25039.0
B1234567/S124568,25039.0
B1/S134568,25039.0
B123/S83567,25039.0
B1234567/S1346,25039.0
B1234567/S1347,25039.0
B1234567/S1345,25039.0
B12345/S124678,25039.0
B1/S134567,25039.0
B12345678/S124578,25039.0
B1/S83,25039.0
B1/S82,25039.0
B1/S81,25039.0
B1/S87,25039.0
B1/S86,25039.0
B1/S85,25039.0
B1/S84,25039.0
B1234567/S135678,25039.0
B1234/S145678,25039.0
B12/S12457,25039.0
B1/S67,25039.0
B1234567/S26,25039.0
B1234567/S27,25039.0
B1234567/S24,25039.0
B1234567/S25,25039.0
B1234567/S23,25039.0
B123/S82367,25039.0
B12/S867,25039.0
B12/S57,25039.0
B12/S56,25039.0
B123/S24567,25039.0
B12345678/S12345,25039.0
B12345678/S12346,25039.0
B12345678/S12347,25039.0
B1234/S82345,25039.0
B1234/S82347,25039.0
B1234/S82346,25039.0
B12345678/S123467,25039.0
B12/S23,25039.0
B12/S267,25039.0
B1234/S12456,25039.0
B1234/S12457,25039.0
B1234/S1245678,25039.0
B12345678/S234678,25039.0
B1/S8123,25039.0
B12345678/S34567,25039.0
B1/S8126,25039.0
B1/S8127,25039.0
B1/S8124,25039.0
B1/S8125,25039.0
B12345/S134,25039.0
B12345/S135,25039.0
B12345/S136,25039.0
B12345/S137,25039.0
B12/S83457,25039.0
B12/S83456,25039.0
B12/S81567,25039.0
B1234567/S84567,25039.0
B12/S345678,25039.0
B1/S1467,25039.0
B123/S8457,25039.0
B123/S8456,25039.0
B1234/S81456,25039.0
B1234/S81457,25039.0
B12345/S234678,25039.0
B1/S837,25039.0
B1234/S1235678,25039.0
B12345/S82457,25039.0
B12345/S82456,25039.0
B12345/S257,25039.0
B12345/S256,25039.0
B12345678/S13567,25039.0
B1/S1246,25039.0
B12/S467,25039.0
B1/S1247,25039.0
B123456/S23467,25039.0
B1234567/S13467,25039.0
B1234/S13457,25039.0
B1234/S13456,25039.0
B1234/S136,25039.0
B1234/S137,25039.0
B1234/S134,25039.0
B1234/S135,25039.0
B12345678/S123567,25039.0
B12345678/S123568,25039.0
B123456/S81356,25039.0
B123456/S81357,25039.0
B12/S135,25039.0
B12/S134,25039.0
B1234567/S245678,25039.0
B1/S13567,25039.0
B12/S82,25039.0
B12345/S5,25039.0
B1234567/S3467,25039.0
B12/S13456,25039.0
B12/S8126,25039.0
B12/S13457,25039.0
B123/S1234567,25039.0
B123/S1234568,25039.0
B1234567/S145678,25039.0
B123456/S2567,25039.0
B12345678/S2567,25039.0
B12/S2346,25039.0
B12345678/S2367,25039.0
B12345678/S125678,25039.0
B123456/S123457,25039.0
B123456/S123456,25039.0
B12/S8124,25039.0
B1/S84567,25039.0
B123456/S123458,25039.0
B123456/S8123,25039.0
B123456/S8127,25039.0
B123456/S8126,25039.0
B123456/S8125,25039.0
B123456/S8124,25039.0
B12345/S36,25039.0
B12345/S37,25039.0
B12345/S34,25039.0
B12345/S35,25039.0
B123/S57,25039.0
B123/S56,25039.0
B123456/S2367,25039.0
B123/S82567,25039.0
B1/S135678,25039.0
B1234/S1246,25039.0
B1234/S1247,25039.0
B1234/S1245,25039.0
B1234/S8357,25039.0
B1234/S8356,25039.0
B12345/S8145,25039.0
B12345/S8146,25039.0
B12345/S8147,25039.0
B1234567/S67,25039.0
B1234567/S167,25039.0
B1/S1234578,25039.0
B12345/S167,25039.0
B1234/S134678,25039.0
B1/S125678,25039.0
B12/S1567,25039.0
B123456/S157,25039.0
B123456/S156,25039.0
B1234567/S82467,25039.0
B1234567/S1234578,25039.0
B12/S1346,25039.0
B12/S1347,25039.0
B12/S825,25039.0
B123/S247,25039.0
B123/S246,25039.0
B123/S245,25039.0
B12345678/S8267,25039.0
B123456/S234678,25039.0
B12345678/S1245678,25039.0
B1234/S135678,25039.0
B123/S12347,25039.0
B123/S12346,25039.0
B123/S12345,25039.0
B1234567/S24567,25039.0
B12/S1234,25039.0
B12/S1235,25039.0
B12/S1236,25039.0
B12/S1237,25039.0
B1234567/S236,25039.0
B12345/S816,25039.0
B12345/S815,25039.0
B1234567/S235,25039.0
B12345/S813,25039.0
B12345/S812,25039.0
B1234567/S124578,25039.0
B1/S8357,25039.0
B1/S8356,25039.0
B12345/S81236,25039.0
B12345/S81237,25039.0
B12345/S81234,25039.0
B12345/S81235,25039.0
B123456/S82456,25039.0
B123456/S82457,25039.0
B1/S134578,25039.0
B1234567/S1357,25039.0
B1234567/S1356,25039.0
B12345678/S367,25039.0
B12345678/S567,25039.0
B1/S81247,25039.0
B1/S81246,25039.0
B1/S81245,25039.0
B1/S56,25039.0
B1/S57,25039.0
B12/S2345,25039.0
B12/S82467,25039.0
B1234567/S35,25039.0
B1234567/S34,25039.0
B1234567/S37,25039.0
B1234567/S36,25039.0
B12345/S134568,25039.0
B12/S2347,25039.0
B123/S82357,25039.0
B123/S82356,25039.0
B12/S814,25039.0
B12/S145678,25039.0
B12/S816,25039.0
B12345/S134567,25039.0
B12/S812,25039.0
B12/S813,25039.0
B12/S81367,25039.0
B12/S346,25039.0
B123456/S12457,25039.0
B12345678/S82467,25039.0
B12/S46,25039.0
B12/S47,25039.0
B12/S45,25039.0
B12345678/S12357,25039.0
B12345678/S12356,25039.0
B12345/S23456,25039.0
B12345678/S134578,25039.0
B12/S256,25039.0
B12/S257,25039.0
B123456/S12456,25039.0
B1234567/S8356,25039.0
B1234567/S235678,25039.0
B12345/S817,25039.0
B1/S123568,25039.0
B1/S82346,25039.0
B1/S82345,25039.0
B1234567/S237,25039.0
B12345678/S815,25039.0
B12345678/S814,25039.0
B12345678/S817,25039.0
B12345678/S816,25039.0
B1234567/S234,25039.0
B12345678/S813,25039.0
B12345678/S812,25039.0
B123456/S8467,25039.0
B12345/S814,25039.0
B12345678/S81267,25039.0
B1234567/S81267,25039.0
B1234/S85,25039.0
B1234/S84,25039.0
B1234/S87,25039.0
B1234/S86,25039.0
B1234/S81,25039.0
B1234/S83,25039.0
B1234/S82,25039.0
B123/S8467,25039.0
B12345/S246,25039.0
B12345/S247,25039.0
B12345/S245,25039.0
B1234/S13467,25039.0
B123/S8267,25039.0
B12/S235678,25039.0
B1234/S125,25039.0
B1234/S124,25039.0
B1234/S127,25039.0
B1234/S126,25039.0
B1234/S123,25039.0
B123456/S81345,25039.0
B123456/S81347,25039.0
B123456/S81346,25039.0
B12/S12567,25039.0
B12345678/S81234,25039.0
B1234567/S3456,25039.0
B1234567/S3457,25039.0
B12345678/S81235,25039.0
B12345678/S81236,25039.0
B123/S816,25039.0
B123/S817,25039.0
B123/S814,25039.0
B12345678/S81237,25039.0
B123/S812,25039.0
B123/S813,25039.0
B1234/S235,25039.0
B1234/S234,25039.0
B1234/S237,25039.0
B1234/S236,25039.0
B1234567/S1456,25039.0
B1/S1267,25039.0
B12345678/S2357,25039.0
B12345678/S2356,25039.0
B123456/S8134,25039.0
B123456/S8135,25039.0
B123456/S8136,25039.0
B123456/S8137,25039.0
B12/S8567,25039.0
B123456/S3,25039.0
B123/S84567,25039.0
B12345/S25,25039.0
B12345/S24,25039.0
B12345/S1567,25039.0
B123456/S2,25039.0
B12345/S23,25039.0
B123456/S836,25039.0
B123456/S837,25039.0
B123456/S834,25039.0
B123456/S835,25039.0
B12/S234,25039.0
B1234/S1237,25039.0
B1234/S1236,25039.0
B1234/S1235,25039.0
B1234/S1234,25039.0
B123456/S1245678,25039.0
B1234/S8345,25039.0
B1234/S8346,25039.0
B1234/S8347,25039.0
B12345/S8157,25039.0
B12345/S8156,25039.0
B1234567/S157,25039.0
B1234567/S156,25039.0
B1/S13467,25039.0
B12/S124678,25039.0
B123/S234678,25039.0
B12345/S1367,25039.0
B12345678/S2345678,25039.0
B123456/S123,25039.0
B1234/S1347,25039.0
B1234/S1346,25039.0
B1234/S1345,25039.0
B123456/S127,25039.0
B1234567/S1234568,25039.0
B12345678/S8456,25039.0
B12345678/S8457,25039.0
B12345678/S81467,25039.0
B12345/S125678,25039.0
B123/S257,25039.0
B1/S2345,25039.0
B1/S2346,25039.0
B1/S2347,25039.0
B123456/S13467,25039.0
B12/S2457,25039.0
B12/S2456,25039.0
B123456/S234,25039.0
B123456/S235,25039.0
B123456/S236,25039.0
B123456/S237,25039.0
B123/S12356,25039.0
B123/S12357,25039.0
B12/S1245,25039.0
B12/S1247,25039.0
B12/S1246,25039.0
B1234/S8167,25039.0
B12345678/S12567,25039.0
B12345678/S3567,25039.0
B123/S2567,25039.0
B1234567/S1367,25039.0
B123/S3567,25039.0
B1/S81256,25039.0
B1/S81257,25039.0
B1234/S1567,25039.0
B1/S12457,25039.0
B1234567/S2345678,25039.0
B12/S82457,25039.0
B1/S47,25039.0
B1/S46,25039.0
B1/S45,25039.0
B12345678/S84567,25039.0
B123/S82347,25039.0
B12345/S134578,25039.0
B12/S8345,25039.0
B12345/S23467,25039.0
B123/S2367,25039.0
B12/S37,25039.0
B12/S36,25039.0
B12/S35,25039.0
B12/S34,25039.0
B1234/S2456,25039.0
B1234/S2457,25039.0
B12345678/S134568,25039.0
B12345678/S134567,25039.0
B12345678/S12367,25039.0
B12345/S2456,25039.0
B12345/S2457,25039.0
B1234567/S8345,25039.0
B1234567/S8347,25039.0
B1234567/S8346,25039.0
B1/S82356,25039.0
B1/S82357,25039.0
B12/S3467,25039.0
B12/S815,25039.0
B12345678/S823,25039.0
B12345678/S824,25039.0
B12345678/S825,25039.0
B12345678/S826,25039.0
B1234/S34567,25039.0
B12/S817,25039.0
B123456/S8457,25039.0
B123456/S8456,25039.0
B1234567/S81257,25039.0
B1234567/S81256,25039.0
B123456/S12345678,25039.0
B12345678/S81256,25039.0
B12345678/S81257,25039.0
B123/S125678,25039.0
B12345/S8236,25039.0
B12345/S8237,25039.0
B12345/S8234,25039.0
B12345/S8235,25039.0
B12345/S123568,25039.0
B12345/S237,25039.0
B12345/S236,25039.0
B12345/S235,25039.0
B12345/S234,25039.0
B12345/S123567,25039.0
B123/S85,25039.0
B123456/S1234,25039.0
B123456/S1235,25039.0
B123456/S1236,25039.0
B123456/S1237,25039.0
B12345/S3457,25039.0
B12345/S3456,25039.0
B12/S247,25039.0
B12/S246,25039.0
B12/S2345678,25039.0
B123/S823,25039.0
B12345/S347,25039.0
B12345/S346,25039.0
B12345/S345,25039.0
B123/S824,25039.0
B1234567/S845,25039.0
B123/S81456,25039.0
B1234567/S847,25039.0
B1234567/S846,25039.0
B12345/S23457,25039.0
B123456/S3567,25039.0
B1/S815,25039.0
B12345/S1345678,25039.0
B1/S814,25039.0
B12345678/S2346,25039.0
B12345678/S2347,25039.0
B12345678/S2345,25039.0
B1234/S846,25039.0
B1234/S847,25039.0
B1234/S845,25039.0
B1234567/S8145,25039.0
B123456/S8145,25039.0
B123456/S8147,25039.0
B123456/S8146,25039.0
B1/S857,25039.0
B123456/S825,25039.0
B123456/S824,25039.0
B123456/S827,25039.0
B123456/S826,25039.0
B123456/S823,25039.0
B12/S81345,25039.0
B12345678/S1237,25039.0
B12345678/S1236,25039.0
B12345678/S1235,25039.0
B12345678/S1234,25039.0
B12/S81347,25039.0
B12/S81346,25039.0
B1234/S23456,25039.0
B1234/S23457,25039.0
B1234567/S145,25039.0
B1234567/S146,25039.0
B1234567/S147,25039.0
B12345/S8167,25039.0
B123456/S1345678,25039.0
B1234567/S8357,25039.0
B12345/S567,25039.0
B123456/S36,25039.0
B123456/S35,25039.0
B123456/S34,25039.0
B123456/S235678,25039.0
B123456/S134567,25039.0
B12345/S1356,25039.0
B123456/S134568,25039.0
B123456/S1234567,25039.0
B123456/S137,25039.0
B123456/S136,25039.0
B1234/S1356,25039.0
B1234/S1357,25039.0
B123456/S1234568,25039.0
B12/S134568,25039.0
B12345678/S8467,25039.0
B1/S82347,25039.0
B12345/S12,25039.0
B12345/S13,25039.0
B12345/S14,25039.0
B12345/S15,25039.0
B12345/S16,25039.0
B12345/S17,25039.0
B1234567/S456,25039.0
B1234567/S457,25039.0
B1/S245678,25039.0
B123456/S8267,25039.0
B12345678/S8245,25039.0
B1/S2356,25039.0
B12345678/S8247,25039.0
B12345678/S8246,25039.0
B12/S3456,25039.0
B12/S3457,25039.0
B123/S13456,25039.0
B123/S13457,25039.0
B123/S12367,25039.0
B12/S81235,25039.0
B12/S81234,25039.0
B12345678/S167,25039.0
B1234567/S81467,25039.0
B12/S1256,25039.0
B12/S1257,25039.0
B12345/S835,25039.0
B12345/S834,25039.0
B12345/S837,25039.0
B12345/S836,25039.0
B1234/S8157,25039.0
B1234/S8156,25039.0
B1234/S3467,25039.0
B1/S235678,25039.0
B1/S81345,25039.0
B1234567/S12457,25039.0
B1234567/S12456,25039.0
B12/S245678,25039.0
B1234567/S234678,25039.0
B123456/S124578,25039.0
B12345/S1234567,25039.0
B1/S36,25039.0
B1/S37,25039.0
B1/S34,25039.0
B1/S35,25039.0
B12345/S81456,25039.0
B12345/S81457,25039.0
B12/S834,25039.0
B12/S835,25039.0
B1234/S124567,25039.0
B123/S2356,25039.0
B123/S2357,25039.0
B1234/S124568,25039.0
B12/S24,25039.0
B12/S25,25039.0
B12/S26,25039.0
B1234/S82467,25039.0
B12/S826,25039.0
B1/S8146,25039.0
B12345678/S837,25039.0
B12345678/S836,25039.0
B12345678/S835,25039.0
B12345678/S834,25039.0
B1234567/S81246,25039.0
B1234567/S81247,25039.0
B1234567/S81245,25039.0
B12345678/S81245,25039.0
B12345678/S81247,25039.0
B12345678/S81246,25039.0
B12345/S34567,25039.0
B12/S345,25039.0
B1234/S81467,25039.0
B12/S347,25039.0
B1234/S81267,25039.0
B12345678/S1345678,25039.0
B12345/S123578,25039.0
B12/S123468,25039.0
B12345/S3467,25039.0
B123/S8245,25039.0
B123/S8246,25039.0
B123/S8247,25039.0
B123/S23567,25039.0
B12/S235,25039.0
B12/S236,25039.0
B12/S237,25039.0
B1234/S12467,25039.0
B12/S167,25039.0
B123456/S81367,25039.0
B123456/S81567,25039.0
B123/S834,25039.0
B123/S835,25039.0
B123/S836,25039.0
B123/S837,25039.0
B12/S8347,25039.0
B12/S8346,25039.0
B12345/S356,25039.0
B12345/S357,25039.0
B1234567/S856,25039.0
B1234567/S857,25039.0
B1/S1457,25039.0
B1/S1456,25039.0
B1234/S857,25039.0
B1234/S856,25039.0
B12/S567,25039.0
B12/S125678,25039.0
B12345678/S12345678,25039.0
B123456/S8156,25039.0
B123456/S8157,25039.0
B1234/S457,25039.0
B1234/S456,25039.0
B123456/S856,25039.0
B123456/S857,25039.0
B1/S457,25039.0
B1/S456,25039.0
B1234/S8367,25039.0
B12/S8127,25039.0
B1234567/S135,25039.0
B1234567/S134,25039.0
B1234567/S137,25039.0
B1234567/S136,25039.0
B12/S8125,25039.0
B1/S82467,25039.0
B12/S8123,25039.0
B123456/S23,25039.0
B123456/S24,25039.0
B123456/S25,25039.0
B123456/S26,25039.0
B123456/S27,25039.0
