board,maxdistance
399
,8654.98700172
385
,8654.98700172
194
,8654.98700172
325
,8654.98700172
414
,8654.98700172
355
,8654.98700172
478
,8654.98700172
489
,8654.98700172
106
,8654.98700172
473
,8654.98700172
372
,8654.98700172
149
,8654.98700172
285
,8654.98700172
140
,8654.98700172
238
,8654.98700172
52
,8654.98700172
254
,8654.98700172
338
,8654.98700172
455
,8654.98700172
465
,8654.98700172
377
,8654.98700172
108
,8654.98700172
495
,8654.98700172
216
,8654.98700172
309
,8654.98700172
442
,8654.98700172
204
,8654.98700172
435
,8654.98700172
419
,8654.98700172
500
,8654.98700172
358
,8654.98700172
421
,8654.98700172
351
,8654.98700172
345
,8654.98700172
190
,8654.98700172
329
,8654.98700172
410
,8654.98700172
396
,8654.98700172
359
,8654.98700172
407
,8654.98700172
162
,8654.98700172
199
,8654.98700172
320
,8654.98700172
9
,8654.98700172
477
,8654.98700172
175
,8654.98700172
169
,8654.98700172
334
,8654.98700172
119
,8654.98700172
461
,8654.98700172
294
,8654.98700172
306
,8654.98700172
363
,8654.98700172
286
,8654.98700172
253
,8654.98700172
147
,8654.98700172
94
,8654.98700172
128
,8654.98700172
370
,8654.98700172
446
,8654.98700172
450
,8654.98700172
127
,8654.98700172
425
,8654.98700172
431
,8654.98700172
486
,8654.98700172
93
,8654.98700172
240
,8654.98700172
215
,8654.98700172
379
,8654.98700172
183
,8654.98700172
507
,8654.98700172
341
,8654.98700172
324
,8654.98700172
413
,8654.98700172
165
,8654.98700172
230
,8654.98700172
79
,8654.98700172
404
,8654.98700172
39
,8654.98700172
70
,8654.98700172
290
,8654.98700172
227
,8654.98700172
454
,8654.98700172
283
,8654.98700172
315
,8654.98700172
462
,8654.98700172
24
,8654.98700172
113
,8654.98700172
374
,8654.98700172
491
,8654.98700172
506
,8654.98700172
58
,8654.98700172
366
,8654.98700172
308
,8654.98700172
150
,8654.98700172
369
,8654.98700172
482
,8654.98700172
288
,8654.98700172
17
,8654.98700172
45
,8654.98700172
443
,8654.98700172
503
,8654.98700172
245
,8654.98700172
426
,8654.98700172
122
,8654.98700172
269
,8654.98700172
344
,8654.98700172
388
,8654.98700172
510
,8654.98700172
397
,8654.98700172
428
,8654.98700172
400
,8654.98700172
323
,8654.98700172
497
,8654.98700172
416
,8654.98700172
88
,8654.98700172
390
,8654.98700172
233
,8654.98700172
471
,8654.98700172
297
,8654.98700172
305
,8654.98700172
335
,8654.98700172
224
,8654.98700172
490
,8654.98700172
248
,8654.98700172
252
,8654.98700172
447
,8654.98700172
365
,8654.98700172
457
,8654.98700172
209
,8654.98700172
430
,8654.98700172
279
,8654.98700172
498
,8654.98700172
440
,8654.98700172
340
,8654.98700172
488
,8654.98700172
270
,8654.98700172
246
,8654.98700172
99
,8654.98700172
449
,8654.98700172
509
,8654.98700172
357
,8654.98700172
394
,8654.98700172
124
,8654.98700172
475
,8654.98700172
172
,8654.98700172
360
,8654.98700172
164
,8654.98700172
422
,8654.98700172
184
,8654.98700172
103
,8654.98700172
236
,8654.98700172
73
,8654.98700172
220
,8654.98700172
280
,8654.98700172
316
,8654.98700172
463
,8654.98700172
219
,8654.98700172
300
,8654.98700172
229
,8654.98700172
375
,8654.98700172
210
,8654.98700172
368
,8654.98700172
483
,8654.98700172
452
,8654.98700172
289
,8654.98700172
493
,8654.98700172
468
,8654.98700172
437
,8654.98700172
135
,8654.98700172
63
,8654.98700172
484
,8654.98700172
274
,8654.98700172
318
,8654.98700172
343
,8654.98700172
181
,8654.98700172
505
,8654.98700172
44
,8654.98700172
353
,8654.98700172
434
,8654.98700172
511
,8654.98700172
35
,8654.98700172
401
,8654.98700172
197
,8654.98700172
322
,8654.98700172
415
,8654.98700172
354
,8654.98700172
479
,8654.98700172
391
,8654.98700172
470
,8654.98700172
332
,8654.98700172
178
,8654.98700172
239
,8654.98700172
464
,8654.98700172
299
,8654.98700172
249
,8654.98700172
303
,8654.98700172
255
,8654.98700172
155
,8654.98700172
313
,8654.98700172
348
