board,averagerepetition
506
,13272.0
507
,12510.0
503
,12510.0
509
,12510.0
505
,12510.0
511
,12256.0
473
,12248.0
491
,12248.0
475
,12248.0
480
,12248.0
510
,12002.0
502
,12002.0
508
,12002.0
504
,12002.0
472
,11740.0
498
,11740.0
488
,11740.0
479
,11740.0
474
,11740.0
485
,11740.0
477
,11486.0
490
,11486.0
470
,11486.0
492
,11486.0
489
,11232.0
495
,11232.0
486
,11232.0
482
,11232.0
497
,11232.0
476
,11232.0
471
,11232.0
487
,11232.0
401
,11224.0
424
,11224.0
478
,10978.0
466
,10978.0
493
,10978.0
468
,10978.0
484
,10978.0
501
,10978.0
499
,10978.0
469
,10978.0
399
,10970.0
431
,10970.0
426
,10970.0
390
,10970.0
481
,10724.0
500
,10724.0
494
,10724.0
467
,10724.0
483
,10724.0
496
,10724.0
425
,10716.0
416
,10716.0
447
,10716.0
423
,10716.0
398
,10716.0
391
,10716.0
445
,10716.0
409
,10716.0
421
,10462.0
389
,10462.0
396
,10462.0
388
,10462.0
428
,10462.0
400
,10462.0
430
,10462.0
463
,10462.0
452
,10462.0
386
,10462.0
436
,10462.0
411
,10462.0
442
,10208.0
419
,10208.0
410
,10208.0
417
,10208.0
446
,10208.0
413
,10208.0
387
,10208.0
397
,10208.0
457
,10208.0
422
,10208.0
444
,10208.0
427
,10208.0
408
,10208.0
415
,10208.0
433
,10208.0
395
,10208.0
460
,10208.0
451
,10208.0
385
,9954.0
392
,9954.0
454
,9954.0
462
,9954.0
443
,9954.0
418
,9954.0
449
,9954.0
412
,9954.0
437
,9954.0
420
,9954.0
429
,9954.0
406
,9954.0
414
,9700.0
402
,9700.0
432
,9700.0
435
,9700.0
407
,9700.0
461
,9700.0
438
,9700.0
384
,9700.0
448
,9700.0
393
,9700.0
383
,9700.0
404
,9700.0
440
,9700.0
394
,9700.0
459
,9700.0
434
,9700.0
464
,9700.0
441
,9700.0
458
,9700.0
456
,9700.0
308
,9692.0
269
,9692.0
299
,9692.0
310
,9692.0
455
,9446.0
465
,9446.0
450
,9446.0
403
,9446.0
453
,9446.0
382
,9446.0
405
,9446.0
439
,9446.0
268
,9438.0
345
,9438.0
334
,9438.0
290
,9438.0
288
,9438.0
297
,9438.0
270
,9438.0
300
,9438.0
368
,9438.0
318
,9438.0
295
,9438.0
307
,9438.0
325
,9184.0
298
,9184.0
309
,9184.0
370
,9184.0
305
,9184.0
335
,9184.0
287
,9184.0
279
,9184.0
265
,9184.0
343
,9184.0
353
,9184.0
296
,9184.0
260
,9184.0
355
,8930.0
333
,8930.0
285
,8930.0
367
,8930.0
320
,8930.0
294
,8930.0
306
,8930.0
330
,8930.0
301
,8930.0
369
,8930.0
259
,8930.0
275
,8930.0
365
,8930.0
340
,8930.0
266
,8930.0
360
,8930.0
280
,8930.0
375
,8930.0
289
,8930.0
258
,8930.0
322
,8930.0
304
,8930.0
332
,8930.0
277
,8930.0
267
,8930.0
317
,8930.0
319
,8930.0
342
,8930.0
372
,8676.0
291
,8676.0
302
,8676.0
377
