board,absolutegrowth
,8110.2
329
,8110.2
324
,8110.2
315
,8110.2
374
,8110.2
366
,8110.2
262
,8110.2
357
,8110.2
293
,8110.2
303
,8110.2
350
,8110.2
321
,8110.2
292
,8110.2
281
,8110.2
264
,8110.2
355
,8059.0
369
,8059.0
259
,8059.0
275
,8059.0
266
,8059.0
360
,8059.0
332
,8059.0
317
,8059.0
333
,8059.0
367
,8059.0
330
,8059.0
280
,8059.0
289
,8059.0
277
,8059.0
319
,8059.0
342
,8059.0
347
,7753.6
282
,7702.4
351
,7702.4
346
,7702.4
356
,7702.4
328
,7702.4
323
,7702.4
362
,7702.4
312
,7702.4
336
,7702.4
274
,7702.4
364
,7702.4
348
,7702.4
283
,7702.4
371
,7702.4
327
,7702.4
316
,7702.4
286
,7651.2
339
,7651.2
361
,7651.2
313
,7651.2
359
,7651.2
363
,7651.2
311
,7651.2
263
,7651.2
320
,7600.0
375
,7600.0
258
,7600.0
267
,7600.0
421
,7566.16666667
396
,7566.16666667
428
,7566.16666667
430
,7566.16666667
399
,7480.83333334
431
,7480.83333334
426
,7480.83333334
390
,7480.83333334
401
,7438.16666667
424
,7438.16666667
244
,7269.0
253
,7269.0
191
,7269.0
136
,7269.0
442
,7226.33333333
413
,7226.33333333
422
,7226.33333333
427
,7226.33333333
291
,7192.2
377
,7192.2
341
,7192.2
257
,7192.2
344
,7192.2
284
,7192.2
278
,7192.2
380
,7192.2
425
,7141.0
416
,7141.0
447
,7141.0
423
,7141.0
398
,7141.0
391
,7141.0
445
,7141.0
409
,7141.0
454
,6886.5
443
,6886.5
418
,6886.5
412
,6886.5
385
,6886.5
392
,6886.5
462
,6886.5
449
,6886.5
437
,6886.5
420
,6886.5
429
,6886.5
406
,6886.5
410
,6843.83333333
444
,6843.83333333
446
,6843.83333333
387
,6843.83333333
457
,6843.83333333
408
,6843.83333333
419
,6843.83333333
417
,6843.83333333
397
,6843.83333333
415
,6843.83333333
433
,6843.83333333
395
,6843.83333333
460
,6843.83333333
451
,6843.83333333
338
,6835.6
358
,6835.6
261
,6835.6
379
,6835.6
271
,6835.6
314
,6835.6
349
,6835.6
256
,6835.6
273
,6835.6
376
,6835.6
326
,6835.6
381
,6835.6
337
,6835.6
373
,6835.6
378
,6835.6
272
,6835.6
389
,6801.16666667
388
,6801.16666667
400
,6801.16666667
463
,6801.16666667
452
,6801.16666667
386
,6801.16666667
436
,6801.16666667
411
,6801.16666667
455
,6589.33333334
403
,6589.33333334
453
,6589.33333334
439
,6589.33333334
435
,6546.66666667
383
,6546.66666667
394
,6546.66666667
464
,6546.66666667
402
,6546.66666667
432
,6546.66666667
461
,6546.66666667
384
,6546.66666667
393
,6546.66666667
440
,6546.66666667
458
,6546.66666667
456
,6546.66666667
414
,6546.66666667
407
,6546.66666667
438
,6546.66666667
448
,6546.66666667
404
,6546.66666667
459
,6546.66666667
434
,6546.66666667
441
,6546.66666667
477
,6303.71428572
490
,6303.71428572
470
,6303.71428572
492
,6303.71428572
488
,6267.14285714
479
,6267.14285714
473
,6194.0
491
,6194.0
475
,6194.0
480
,6194.0
489
,6012.42857143
495
,6012.42857143
486
,6012.42857143
482
,6012.42857143
497
,6012.42857143
476
,6012.42857143
471
,6012.42857143
487
,6012.42857143
472
,5939.28571428
498
,5939.28571428
474
,5939.28571428
485
,5939.28571428
465
,5824.33333333
450
,5824.33333333
382
,5824.33333333
405
,5824.33333333
481
,5757.71428571
500
,5757.71428571
467
,5757.71428571
496
,5757.71428571
494
,5757.71428571
483
,5757.71428571
478
,5721.14285714
466
,5721.14285714
493
,5721.14285714
468
,5721.14285714
484
,5721.14285714
501
,5721.14285714
499
,5721.14285714
469
,5721.14285714
507
,5356.875
503
,5356.875
509
,5356.875
505
,5356.875
506
,5260.875
510
,5134.0
502
,5134.0
508
,5134.0
504
,5134.0
511
,4535.11111111
