board,averagesize
164
,48358.2
305
,47128.0
308
,46616.0
269
,46616.0
299
,46616.0
310
,46616.0
421
,45641.8
396
,45641.8
428
,45641.8
430
,45641.8
399
,45129.8
431
,45129.8
426
,45129.8
390
,45129.8
401
,44873.8
424
,44873.8
334
,44577.0
288
,44577.0
300
,44577.0
307
,44577.0
477
,44411.6
490
,44411.6
470
,44411.6
492
,44411.6
488
,44155.6
479
,44155.6
149
,44024.2
199
,44024.2
183
,44024.2
165
,44024.2
229
,44024.2
160
,44024.2
155
,44024.2
163
,44024.2
473
,43643.6
491
,43643.6
475
,43643.6
480
,43643.6
442
,43602.8
413
,43602.8
422
,43602.8
427
,43602.8
507
,43181.4
503
,43181.4
509
,43181.4
505
,43181.4
425
,43090.8
416
,43090.8
447
,43090.8
423
,43090.8
398
,43090.8
391
,43090.8
445
,43090.8
409
,43090.8
285
,42794.0
294
,42794.0
306
,42794.0
301
,42794.0
365
,42794.0
340
,42794.0
322
,42794.0
304
,42794.0
325
,42538.0
298
,42538.0
309
,42538.0
370
,42538.0
335
,42538.0
287
,42538.0
279
,42538.0
265
,42538.0
343
,42538.0
353
,42538.0
296
,42538.0
260
,42538.0
506
,42413.4
489
,42372.6
495
,42372.6
486
,42372.6
482
,42372.6
497
,42372.6
476
,42372.6
471
,42372.6
487
,42372.6
268
,42282.0
345
,42282.0
290
,42282.0
297
,42282.0
270
,42282.0
368
,42282.0
318
,42282.0
295
,42282.0
157
,42241.2
235
,42241.2
159
,42241.2
180
,42241.2
190
,41985.2
230
,41985.2
161
,41985.2
154
,41985.2
209
,41985.2
182
,41985.2
145
,41985.2
218
,41985.2
472
,41860.6
498
,41860.6
474
,41860.6
485
,41860.6
385
,41563.8
392
,41563.8
462
,41563.8
449
,41563.8
437
,41563.8
420
,41563.8
429
,41563.8
406
,41563.8
454
,41563.8
443
,41563.8
418
,41563.8
412
,41563.8
108
,41432.4
68
,41432.4
93
,41432.4
58
,41432.4
99
,41432.4
57
,41432.4
72
,41432.4
56
,41432.4
510
,41398.4
502
,41398.4
508
,41398.4
504
,41398.4
419
,41307.8
410
,41307.8
417
,41307.8
397
,41307.8
444
,41307.8
415
,41307.8
433
,41307.8
395
,41307.8
460
,41307.8
451
,41307.8
446
,41307.8
387
,41307.8
457
,41307.8
408
,41307.8
511
,41183.2
389
,41051.8
388
,41051.8
400
,41051.8
463
,41051.8
452
,41051.8
386
,41051.8
436
,41051.8
411
,41051.8
372
,40755.0
302
,40755.0
276
,40755.0
329
,40755.0
324
,40755.0
315
,40755.0
374
,40755.0
366
,40755.0
352
,40755.0
262
,40755.0
357
,40755.0
331
,40755.0
293
,40755.0
354
,40755.0
303
,40755.0
350
,40755.0
321
,40755.0
292
,40755.0
281
,40755.0
264
,40755.0
481
,40589.6
500
,40589.6
494
,40589.6
467
,40589.6
483
,40589.6
496
,40589.6
355
,40499.0
333
,40499.0
367
,40499.0
330
,40499.0
369
,40499.0
259
,40499.0
275
,40499.0
266
,40499.0
360
,40499.0
280
,40499.0
289
,40499.0
332
,40499.0
277
,40499.0
317
,40499.0
319
,40499.0
342
,40499.0
478
,40333.6
466
,40333.6
493
,40333.6
468
,40333.6
484
,40333.6
501
,40333.6
499
,40333.6
469
,40333.6
206
,40202.2
226
,39946.2
140
,39946.2
215
,39946.2
195
,39946.2
171
,39946.2
228
,39946.2
205
,39946.2
176
,39946.2
224
,39946.2
146
,39946.2
184
,39946.2
158
,39946.2
210
,39946.2
207
,39946.2
217
,39946.2
189
,39946.2
455
,39780.8
403
,39780.8
453
,39780.8
439
,39780.8
170
,39690.2
238
,39690.2
153
,39690.2
133
,39690.2
162
,39690.2
240
,39690.2
227
,39690.2
150
,39690.2
134
,39690.2
172
,39690.2
220
,39690.2
135
,39690.2
225
,39690.2
185
,39690.2
198
,39690.2
174
,39690.2
435
,39524.8
383
,39524.8
394
,39524.8
464
,39524.8
414
,39524.8
402
,39524.8
432
,39524.8
407
,39524.8
461
,39524.8
438
,39524.8
384
,39524.8
448
,39524.8
393
,39524.8
404
,39524.8
440
,39524.8
459
,39524.8
434
,39524.8
441
,39524.8
458
,39524.8
456
,39524.8
69
,39393.4
89
,39393.4
98
,39393.4
84
,39393.4
347
,38972.0
282
,38716.0
351
,38716.0
346
,38716.0
356
,38716.0
283
,38716.0
328
,38716.0
323
,38716.0
362
,38716.0
312
,38716.0
371
,38716.0
327
,38716.0
336
,38716.0
316
,38716.0
274
,38716.0
364
,38716.0
348
,38716.0
359
,38460.0
363
,38460.0
286
,38460.0
311
,38460.0
339
,38460.0
361
,38460.0
263
,38460.0
313
,38460.0
320
,38204.0
375
,38204.0
258
,38204.0
267
,38204.0
231
,37907.2
204
,37907.2
169
,37907.2
222
,37907.2
234
,37907.2
211
,37907.2
223
,37907.2
192
,37907.2
181
,37907.2
177
,37907.2
178
,37907.2
144
,37907.2
175
,37651.2
147
,37651.2
188
,37651.2
237
,37651.2
248
,37395.2
152
,37395.2
200
,37395.2
148
,37395.2
101
,37354.4
67
,37354.4
52
,37098.4
70
,37098.4
97
,37098.4
104
,37098.4
77
,37098.4
73
,37098.4
63
,37098.4
107
,37098.4
291
,36165.0
377
,36165.0
341
,36165.0
257
,36165.0
344
,36165.0
284
,36165.0
278
,36165.0
380
,36165.0
194
,35612.2
179
,35612.2
208
,35612.2
137
,35612.2
187
,35612.2
245
,35612.2
196
,35612.2
252
,35612.2
236
,35612.2
142
,35612.2
219
,35612.2
151
,35612.2
249
,35612.2
139
,35612.2
247
,35612.2
156
,35612.2
465
,35190.8
450
,35190.8
382
,35190.8
405
,35190.8
81
,35059.4
90
,35059.4
65
,35059.4
54
,35059.4
83
,35059.4
124
,35059.4
103
,35059.4
115
,35059.4
71
,34803.4
55
,34803.4
94
,34803.4
127
,34803.4
79
,34803.4
51
,34803.4
114
,34803.4
92
,34803.4
78
,34803.4
50
,34803.4
96
,34803.4
53
,34803.4
109
,34803.4
118
,34803.4
116
,34803.4
60
,34803.4
17
,34506.6
28
,34506.6
338
,34382.0
358
,34382.0
261
,34382.0
379
,34382.0
271
,34382.0
314
,34382.0
349
,34382.0
256
,34382.0
273
,34382.0
376
,34382.0
326
,34382.0
381
,34382.0
337
,34382.0
373
,34382.0
378
,34382.0
272
,34382.0
254
,33573.2
212
,33573.2
201
,33573.2
202
,33573.2
168
,33573.2
233
,33573.2
131
,33573.2
246
,33573.2
251
,33573.2
186
,33573.2
242
,33573.2
203
,33573.2
167
,33573.2
232
,33573.2
141
,33573.2
213
,33573.2
166
,33317.2
216
,33317.2
130
,33317.2
143
,33317.2
138
,33317.2
241
,33317.2
214
,33317.2
197
,33317.2
239
,33317.2
255
,33317.2
132
,33317.2
193
,33317.2
173
,33317.2
221
,33317.2
250
,33317.2
243
,33317.2
64
,32764.4
119
,32764.4
105
,32764.4
49
,32764.4
82
,32764.4
74
,32764.4
113
,32764.4
62
,32764.4
86
,32764.4
88
,32764.4
126
,32764.4
66
,32764.4
91
,32764.4
102
,32764.4
95
,32764.4
120
,32764.4
29
,32211.6
14
,32211.6
40
,32211.6
24
,32211.6
16
,32211.6
35
,32211.6
25
,32211.6
22
,32211.6
23
,29916.6
32
,29916.6
44
,29916.6
11
,29916.6
30
,29916.6
15
,29916.6
244
,29239.2
253
,29239.2
191
,29239.2
136
,29239.2
112
,28430.4
59
,28430.4
123
,28430.4
85
,28430.4
128
,28430.4
117
,28430.4
100
,28430.4
122
,28430.4
121
,28430.4
80
,28430.4
76
,28430.4
125
,28430.4
47
,28430.4
75
,28430.4
111
,28430.4
48
,28430.4
106
,28174.4
61
,28174.4
110
,28174.4
46
,28174.4
87
,28174.4
129
,28174.4
34
,27877.6
19
,27877.6
13
,27877.6
37
,27877.6
39
,27877.6
41
,27877.6
21
,27877.6
26
,27877.6
27
,23287.6
43
,23287.6
10
,23287.6
33
,23287.6
18
,23287.6
45
,23287.6
20
,23287.6
12
,23287.6
36
,23287.6
31
,23287.6
38
,23287.6
42
,23287.6
3
,18400.8
9
,18400.8
2
,18400.8
8
,18400.8
1
,18400.8
7
,18400.8
5
,18400.8
6
,18400.8
4
,18400.8
