board,timetodeath
81
,99960.0
399
,99960.0
385
,99960.0
34
,99960.0
194
,99960.0
325
,99960.0
414
,99960.0
355
,99960.0
478
,99960.0
489
,99960.0
402
,99960.0
392
,99960.0
29
,99960.0
166
,99960.0
106
,99960.0
231
,99960.0
473
,99960.0
170
,99960.0
372
,99960.0
333
,99960.0
149
,99960.0
179
,99960.0
285
,99960.0
71
,99960.0
291
,99960.0
226
,99960.0
140
,99960.0
101
,99960.0
238
,99960.0
52
,99960.0
298
,99960.0
302
,99960.0
254
,99960.0
338
,99960.0
367
,99960.0
455
,99960.0
282
,99960.0
27
,99960.0
465
,99960.0
112
,99960.0
432
,99960.0
19
,99960.0
377
,99960.0
59
,99960.0
108
,99960.0
495
,99960.0
43
,99960.0
216
,99960.0
309
,99960.0
64
,99960.0
153
,99960.0
442
,99960.0
3
,99960.0
90
,99960.0
481
,99960.0
204
,99960.0
10
,99960.0
435
,99960.0
276
,99960.0
419
,99960.0
133
,99960.0
244
,99960.0
500
,99960.0
358
,99960.0
123
,99960.0
421
,99960.0
389
,99960.0
268
,99960.0
351
,99960.0
345
,99960.0
85
,99960.0
190
,99960.0
329
,99960.0
410
,99960.0
346
,99960.0
33
,99960.0
261
,99960.0
396
,99960.0
359
,99960.0
407
,99960.0
162
,99960.0
199
,99960.0
320
,99960.0
417
,99960.0
9
,99960.0
477
,99960.0
175
,99960.0
169
,99960.0
206
,99960.0
334
,99960.0
119
,99960.0
222
,99960.0
105
,99960.0
234
,99960.0
461
,99960.0
294
,99960.0
23
,99960.0
306
,99960.0
363
,99960.0
55
,99960.0
286
,99960.0
253
,99960.0
157
,99960.0
68
,99960.0
147
,99960.0
208
,99960.0
94
,99960.0
311
,99960.0
466
,99960.0
212
,99960.0
128
,99960.0
370
,99960.0
446
,99960.0
188
,99960.0
450
,99960.0
61
,99960.0
127
,99960.0
425
,99960.0
431
,99960.0
14
,99960.0
117
,99960.0
486
,99960.0
93
,99960.0
201
,99960.0
137
,99960.0
240
,99960.0
40
,99960.0
215
,99960.0
438
,99960.0
379
